delay_ns,scope,scope_ordinal,regime,ng,metric,mean,median,q90,q95,q99,finite
110,partial_medium,2,id80,8,epistemic,0.0030280915508046746,0.002920491504482925,0.0037609952501952647,0.004145519691519439,0.005096349446102977,True
110,partial_medium,2,id80,8,aleatoric,0.026362159390002488,0.026129940524697304,0.02891505900770426,0.030020282696932552,0.03247904412448406,True
110,partial_medium,2,id80,16,nmse_omitted_db,-19.08038901138306,-19.101601600646973,-18.487885665893554,-18.300000762939455,-18.020903701782228,True
110,partial_medium,2,id80,16,epistemic,0.00590898131323047,0.005611085565760732,0.007480936357751489,0.008456367952749132,0.0109517961461097,True
110,partial_medium,2,id80,16,aleatoric,0.04409271158277989,0.04360349290072918,0.04843214750289917,0.05044522136449814,0.054686896204948425,True
110,partial_medium,2,id80,32,nmse_omitted_db,-16.196492936134337,-16.20613670349121,-15.512473869323731,-15.290031147003175,-14.90677583694458,True
110,partial_medium,2,id80,32,epistemic,0.0223363426188007,0.019330130890011787,0.03224129900336266,0.0396199082955718,0.07004294730722904,True
110,partial_medium,2,id80,32,aleatoric,0.08375174780935049,0.08241191133856773,0.09316494017839433,0.09772719889879226,0.1079602800309658,True
110,partial_medium,2,far1ms,4,nmse_omitted_db,0.28385151260346175,0.2694496512413025,0.43607884645462036,0.49010107219219207,0.6336171334981918,True
110,partial_medium,2,far1ms,4,epistemic,0.0030723445382900534,0.002679989440366626,0.004351041512563825,0.005428884201683103,0.009635315844789147,True
110,partial_medium,2,far1ms,4,aleatoric,0.016391939440742135,0.0161685012280941,0.018306450732052327,0.018948517553508282,0.02120678348466754,True
110,partial_medium,2,far1ms,8,nmse_omitted_db,0.6039963705837726,0.5937967896461487,0.8572391629219056,0.9381956577301025,1.1236891627311705,True
